id	java_package	java_paths	source_root	files	loc	crate	wave	cycle	needs_split	deps	status	attempts	notes
bukkit.block.structure	org.bukkit.block.structure	paper-api:org/bukkit/block/structure/Mirror.java,paper-api:org/bukkit/block/structure/StructureRotation.java,paper-api:org/bukkit/block/structure/UsageMode.java,paper-api:org/bukkit/block/structure/package-info.java	paper-api	4	86	rivet-api	0				pending	0	
bukkit.craftbukkit.bootstrap	org.bukkit.craftbukkit.bootstrap	paper-server:org/bukkit/craftbukkit/bootstrap/Main.java	paper-server	1	169	rivet-server	0				pending	0	
bukkit.inventory.recipe	org.bukkit.inventory.recipe	paper-api:org/bukkit/inventory/recipe/CookingBookCategory.java,paper-api:org/bukkit/inventory/recipe/CraftingBookCategory.java,paper-api:org/bukkit/inventory/recipe/package-info.java	paper-api	3	31	rivet-api	0				pending	0	
bukkit.packs	org.bukkit.packs	paper-api:org/bukkit/packs/ResourcePack.java,paper-api:org/bukkit/packs/package-info.java	paper-api	2	56	rivet-api	0				pending	0	
ca.spottedleaf.dataconverter.converters	ca.spottedleaf.dataconverter.converters	minecraft:ca/spottedleaf/dataconverter/converters/DataConverter.java	minecraft	1	54	rivet-server	0				done	0	port slice #535: DataConverter version encoding/ordering + ConverterBehavior trait
ca.spottedleaf.dataconverter.converters.datatypes	ca.spottedleaf.dataconverter.converters.datatypes	minecraft:ca/spottedleaf/dataconverter/converters/datatypes/DataHook.java,minecraft:ca/spottedleaf/dataconverter/converters/datatypes/DataType.java,minecraft:ca/spottedleaf/dataconverter/converters/datatypes/DataWalker.java	minecraft	3	39	rivet-server	0				done	0	port slice #535: DataHook/DataType/DataWalker contracts
ca.spottedleaf.dataconverter.minecraft.converters.advancements	ca.spottedleaf.dataconverter.minecraft.converters.advancements	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/advancements/ConverterAbstractAdvancementsRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/advancements/ConverterCriteriaRename.java	minecraft	2	70	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.attributes	ca.spottedleaf.dataconverter.minecraft.converters.attributes	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/attributes/ConverterAbstractAttributesRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/attributes/ConverterAbstractOldAttributesRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/attributes/ConverterAbstractPostV4307AttributesRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/attributes/ConverterEntityAttributesBaseValueUpdater.java	minecraft	4	223	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.blockname	ca.spottedleaf.dataconverter.minecraft.converters.blockname	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/blockname/ConverterAbstractBlockRename.java	minecraft	1	64	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.entity	ca.spottedleaf.dataconverter.minecraft.converters.entity	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/entity/ConverterAbstractEntityRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/entity/ConverterEntityToVariant.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/entity/ConverterEntityVariantRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/entity/ConverterFlattenEntity.java	minecraft	4	490	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.itemname	ca.spottedleaf.dataconverter.minecraft.converters.itemname	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/itemname/ConverterAbstractItemRename.java	minecraft	1	18	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.leveldat	ca.spottedleaf.dataconverter.minecraft.converters.leveldat	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/leveldat/ConverterRemoveFeatureFlag.java	minecraft	1	46	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.options	ca.spottedleaf.dataconverter.minecraft.converters.options	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/options/ConverterAbstractOptionsRename.java	minecraft	1	28	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.poi	ca.spottedleaf.dataconverter.minecraft.converters.poi	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/poi/ConverterAbstractPOIRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/poi/ConverterPoiDelete.java	minecraft	2	106	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.recipe	ca.spottedleaf.dataconverter.minecraft.converters.recipe	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/recipe/ConverterAbstractRecipeRename.java	minecraft	1	18	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.stats	ca.spottedleaf.dataconverter.minecraft.converters.stats	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/stats/ConverterAbstractStatsRename.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/stats/ConverterFlattenStats.java	minecraft	2	387	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.converters.tileentity	ca.spottedleaf.dataconverter.minecraft.converters.tileentity	minecraft:ca/spottedleaf/dataconverter/minecraft/converters/tileentity/ConverterAbstractTileEntityRemove.java,minecraft:ca/spottedleaf/dataconverter/minecraft/converters/tileentity/ConverterAbstractTileEntityRename.java	minecraft	2	147	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.datatypes	ca.spottedleaf.dataconverter.minecraft.datatypes	minecraft:ca/spottedleaf/dataconverter/minecraft/datatypes/DynamicDataType.java,minecraft:ca/spottedleaf/dataconverter/minecraft/datatypes/IDDataType.java,minecraft:ca/spottedleaf/dataconverter/minecraft/datatypes/MCDataType.java,minecraft:ca/spottedleaf/dataconverter/minecraft/datatypes/MCTypeRegistry.java,minecraft:ca/spottedleaf/dataconverter/minecraft/datatypes/MCValueType.java	minecraft	5	929	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.hooks	ca.spottedleaf.dataconverter.minecraft.hooks	minecraft:ca/spottedleaf/dataconverter/minecraft/hooks/DataHookEnforceNamespacedID.java,minecraft:ca/spottedleaf/dataconverter/minecraft/hooks/DataHookValueTypeEnforceNamespaced.java	minecraft	2	49	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.walkers.block_name	ca.spottedleaf.dataconverter.minecraft.walkers.block_name	minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/block_name/DataWalkerBlockNames.java	minecraft	1	11	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.walkers.game_event	ca.spottedleaf.dataconverter.minecraft.walkers.game_event	minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/game_event/GameEventListenerWalker.java	minecraft	1	21	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.walkers.generic	ca.spottedleaf.dataconverter.minecraft.walkers.generic	minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/generic/DataWalkerListPaths.java,minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/generic/DataWalkerTypePaths.java,minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/generic/WalkerUtils.java	minecraft	3	271	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.walkers.item_name	ca.spottedleaf.dataconverter.minecraft.walkers.item_name	minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/item_name/DataWalkerItemNames.java	minecraft	1	11	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.walkers.itemstack	ca.spottedleaf.dataconverter.minecraft.walkers.itemstack	minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/itemstack/DataWalkerItemLists.java,minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/itemstack/DataWalkerItems.java	minecraft	2	24	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.minecraft.walkers.tile_entity	ca.spottedleaf.dataconverter.minecraft.walkers.tile_entity	minecraft:ca/spottedleaf/dataconverter/minecraft/walkers/tile_entity/DataWalkerTileEntities.java	minecraft	1	12	rivet-server	0				pending	0	
ca.spottedleaf.dataconverter.types	ca.spottedleaf.dataconverter.types	minecraft:ca/spottedleaf/dataconverter/types/ListType.java,minecraft:ca/spottedleaf/dataconverter/types/MapType.java,minecraft:ca/spottedleaf/dataconverter/types/ObjectType.java,minecraft:ca/spottedleaf/dataconverter/types/TypeUtil.java,minecraft:ca/spottedleaf/dataconverter/types/Types.java	minecraft	5	605	rivet-server	0				pending	0	partial port slice #535: ListType/MapType/ObjectType/TypeUtil delivered; Types.java (NBT/JSON handles) deferred to types.nbt/types.json waves
ca.spottedleaf.dataconverter.types.json	ca.spottedleaf.dataconverter.types.json	minecraft:ca/spottedleaf/dataconverter/types/json/JsonListType.java,minecraft:ca/spottedleaf/dataconverter/types/json/JsonMapType.java,minecraft:ca/spottedleaf/dataconverter/types/json/JsonTypeUtil.java	minecraft	3	1163	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.common.map	ca.spottedleaf.moonrise.common.map	paper-server:ca/spottedleaf/moonrise/common/map/Int2IntArraySortedMap.java,paper-server:ca/spottedleaf/moonrise/common/map/Int2ObjectArraySortedMap.java,paper-server:ca/spottedleaf/moonrise/common/map/Long2IntArraySortedMap.java,paper-server:ca/spottedleaf/moonrise/common/map/Long2ObjectArraySortedMap.java,paper-server:ca/spottedleaf/moonrise/common/map/SynchronisedLong2BooleanMap.java,paper-server:ca/spottedleaf/moonrise/common/map/SynchronisedLong2ObjectMap.java	paper-server	6	397	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.common.set	ca.spottedleaf.moonrise.common.set	paper-server:ca/spottedleaf/moonrise/common/set/OptimizedSmallEnumSet.java	paper-server	1	68	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.block_counting	ca.spottedleaf.moonrise.patches.block_counting	minecraft:ca/spottedleaf/moonrise/patches/block_counting/BlockCountingBitStorage.java,minecraft:ca/spottedleaf/moonrise/patches/block_counting/BlockCountingChunkSection.java	minecraft	2	21	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.blockstate_propertyaccess	ca.spottedleaf.moonrise.patches.blockstate_propertyaccess	minecraft:ca/spottedleaf/moonrise/patches/blockstate_propertyaccess/PropertyAccess.java,minecraft:ca/spottedleaf/moonrise/patches/blockstate_propertyaccess/PropertyAccessStateHolder.java	minecraft	2	23	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.chunk_system.queue	ca.spottedleaf.moonrise.patches.chunk_system.queue	minecraft:ca/spottedleaf/moonrise/patches/chunk_system/queue/ChunkUnloadQueue.java	minecraft	1	144	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.chunk_system.server	ca.spottedleaf.moonrise.patches.chunk_system.server	minecraft:ca/spottedleaf/moonrise/patches/chunk_system/server/ChunkSystemMinecraftServer.java	minecraft	1	11	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.chunk_system.ticks	ca.spottedleaf.moonrise.patches.chunk_system.ticks	minecraft:ca/spottedleaf/moonrise/patches/chunk_system/ticks/ChunkSystemLevelChunkTicks.java	minecraft	1	9	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.fast_palette	ca.spottedleaf.moonrise.patches.fast_palette	minecraft:ca/spottedleaf/moonrise/patches/fast_palette/FastPalette.java,minecraft:ca/spottedleaf/moonrise/patches/fast_palette/FastPaletteData.java	minecraft	2	18	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.fluid	ca.spottedleaf.moonrise.patches.fluid	minecraft:ca/spottedleaf/moonrise/patches/fluid/FluidFluidState.java	minecraft	1	5	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.starlight.blockstate	ca.spottedleaf.moonrise.patches.starlight.blockstate	minecraft:ca/spottedleaf/moonrise/patches/starlight/blockstate/StarlightAbstractBlockState.java	minecraft	1	7	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.starlight.chunk	ca.spottedleaf.moonrise.patches.starlight.chunk	minecraft:ca/spottedleaf/moonrise/patches/starlight/chunk/StarlightChunk.java	minecraft	1	18	rivet-server	0				pending	0	
ca.spottedleaf.moonrise.patches.starlight.storage	ca.spottedleaf.moonrise.patches.starlight.storage	minecraft:ca/spottedleaf/moonrise/patches/starlight/storage/StarlightSectionData.java	minecraft	1	13	rivet-server	0				pending	0	
co.aikar.util	co.aikar.util	paper-api:co/aikar/util/Counter.java,paper-api:co/aikar/util/JSONUtil.java,paper-api:co/aikar/util/LoadingIntMap.java,paper-api:co/aikar/util/LoadingMap.java,paper-api:co/aikar/util/MRUMapCache.java	paper-api	5	735	rivet-server	0				pending	0	
com.destroystokyo.paper.entity.villager	com.destroystokyo.paper.entity.villager	paper-api:com/destroystokyo/paper/entity/villager/Reputation.java,paper-api:com/destroystokyo/paper/entity/villager/ReputationType.java	paper-api	2	92	rivet-api	0				pending	0	
com.mojang.authlib.yggdrasil	com.mojang.authlib.yggdrasil	minecraft:com/mojang/authlib/yggdrasil/YggdrasilGameProfileRepository.java	minecraft	1	135	rivet-server	0				pending	0	
com.mojang.brigadier	com.mojang.brigadier	minecraft:com/mojang/brigadier/CommandDispatcher.java	minecraft	1	667	rivet-brigadier	0	3		com.mojang.brigadier.builder,com.mojang.brigadier.exceptions,com.mojang.brigadier.suggestion,com.mojang.brigadier.tree	done	1	full upstream package ported (root, dispatcher, all classes); Paper patches depending on Minecraft/Adventure types stay // STUB(brigadier)
com.mojang.brigadier.builder	com.mojang.brigadier.builder	minecraft:com/mojang/brigadier/builder/ArgumentBuilder.java	minecraft	1	107	rivet-brigadier	0	3		com.mojang.brigadier,com.mojang.brigadier.tree	done	1	ArgumentBuilder/LiteralArgumentBuilder/RequiredArgumentBuilder ported
com.mojang.brigadier.exceptions	com.mojang.brigadier.exceptions	minecraft:com/mojang/brigadier/exceptions/CommandSyntaxException.java	minecraft	1	83	rivet-brigadier	0	3		com.mojang.brigadier	done	1	CommandSyntaxException+BuiltInExceptions ported; STUB: ENABLE_COMMAND_STACK_TRACES inert (no Java stack traces), componentMessage() blocked on Adventure types
com.mojang.brigadier.suggestion	com.mojang.brigadier.suggestion	minecraft:com/mojang/brigadier/suggestion/IntegerSuggestion.java,minecraft:com/mojang/brigadier/suggestion/Suggestion.java	minecraft	2	182	rivet-brigadier	0	3		com.mojang.brigadier	done	1	Suggestion/IntegerSuggestion/SuggestionProvider/Suggestions/SuggestionsBuilder ported (OrderedCustomSuggestionProvider is not in upstream 1.3.10)
com.mojang.brigadier.tree	com.mojang.brigadier.tree	minecraft:com/mojang/brigadier/tree/CommandNode.java,minecraft:com/mojang/brigadier/tree/LiteralCommandNode.java	minecraft	2	372	rivet-brigadier	0	3		com.mojang.brigadier,com.mojang.brigadier.builder,com.mojang.brigadier.exceptions,com.mojang.brigadier.suggestion	done	1	CommandNode/Literal/Argument/Root nodes ported (name-merge addChild, parse, equals/hashCode, createBuilder, canUse)
com.mojang.datafixers	com.mojang.datafixers	minecraft:com/mojang/datafixers/DataFixerBuilder.java	minecraft	1	124	rivet-serialization	0				done	1	DataFixerBuilder foundation ported with pinned-source tests: DataFixerBuilder (addSchema/addFixer/build), DataFixerUpper (update/getRule/getSchema/optimization), DataFix, DataFixUtils, Schema, TypeRewriteRule, RewriteResult, functions, types, Typed, View; optics/recursive layer deferred to separate track
com.mojang.datafixers.util	com.mojang.datafixers.util	minecraft:com/mojang/datafixers/util/Either.java	minecraft	1	248	rivet-serialization	0				done	1	full Either ported (Left/Right sum, map, mapBoth, ifLeft, ifRight, mapLeft, mapRight, orThrow, swap, flatMap, unwrap); applicative Instance kinds omitted (not serialization surface)
com.mojang.logging	com.mojang.logging	minecraft:com/mojang/logging/LogUtils.java	minecraft	1	70	rivet-server	0				pending	0	
mc.server.jsonrpc.security	net.minecraft.server.jsonrpc.security	minecraft:net/minecraft/server/jsonrpc/security/AuthenticationHandler.java,minecraft:net/minecraft/server/jsonrpc/security/JsonRpcSslContextProvider.java,minecraft:net/minecraft/server/jsonrpc/security/SecurityConfig.java,minecraft:net/minecraft/server/jsonrpc/security/package-info.java	minecraft	4	272	rivet-server	0				pending	0	
mc.server.jsonrpc.websocket	net.minecraft.server.jsonrpc.websocket	minecraft:net/minecraft/server/jsonrpc/websocket/JsonToWebSocketEncoder.java,minecraft:net/minecraft/server/jsonrpc/websocket/WebSocketToJsonCodec.java,minecraft:net/minecraft/server/jsonrpc/websocket/package-info.java	minecraft	3	35	rivet-server	0				pending	0	
mc.util.filefix.virtualfilesystem.exception	net.minecraft.util.filefix.virtualfilesystem.exception	minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSCreationException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSDirectoryNotEmptyException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSFileAlreadyExistsException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSFileSystemException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSIllegalArgumentException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSNoSuchFileException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSNotDirectoryException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/CowFSSymlinkException.java,minecraft:net/minecraft/util/filefix/virtualfilesystem/exception/package-info.java	minecraft	9	70	rivet-util	0				pending	0	
mc.util.parsing	net.minecraft.util.parsing	minecraft:net/minecraft/util/parsing/package-info.java	minecraft	1	4	rivet-util	0				pending	0	
mc.util.profiling.jfr.callback	net.minecraft.util.profiling.jfr.callback	minecraft:net/minecraft/util/profiling/jfr/callback/ProfiledDuration.java,minecraft:net/minecraft/util/profiling/jfr/callback/package-info.java	minecraft	2	10	rivet-util	0				pending	0	
mc.world.level.validation	net.minecraft.world.level.validation	minecraft:net/minecraft/world/level/validation/ContentValidationException.java,minecraft:net/minecraft/world/level/validation/DirectoryValidator.java,minecraft:net/minecraft/world/level/validation/ForbiddenSymlinkInfo.java,minecraft:net/minecraft/world/level/validation/PathAllowList.java,minecraft:net/minecraft/world/level/validation/package-info.java	minecraft	5	231	rivet-world	0				pending	0	
org.apache.logging.log4j.core.appender	org.apache.logging.log4j.core.appender	minecraft:org/apache/logging/log4j/core/appender/AsyncAppender.java,minecraft:org/apache/logging/log4j/core/appender/AsyncAppenderEventDispatcher.java	minecraft	2	782	rivet-server	0				pending	0	
paper.annotation	io.papermc.paper.annotation	paper-api:io/papermc/paper/annotation/DoNotUse.java,paper-api:io/papermc/paper/annotation/GeneratedClass.java	paper-api	2	37	rivet-api	0				pending	0	
paper.command.brigadier.argument.range	io.papermc.paper.command.brigadier.argument.range	paper-api:io/papermc/paper/command/brigadier/argument/range/DoubleRangeProvider.java,paper-api:io/papermc/paper/command/brigadier/argument/range/IntegerRangeProvider.java,paper-api:io/papermc/paper/command/brigadier/argument/range/RangeProvider.java,paper-api:io/papermc/paper/command/brigadier/argument/range/package-info.java	paper-api	4	49	rivet-api	0				pending	0	
paper.configuration.constraint	io.papermc.paper.configuration.constraint	paper-server:io/papermc/paper/configuration/constraint/Constraint.java,paper-server:io/papermc/paper/configuration/constraint/Constraints.java	paper-server	2	91	rivet-api	0				pending	0	
paper.configuration.serializer.collection	io.papermc.paper.configuration.serializer.collection	paper-server:io/papermc/paper/configuration/serializer/collection/TableSerializer.java,paper-server:io/papermc/paper/configuration/serializer/collection/package-info.java	paper-server	2	101	rivet-api	0				pending	0	
paper.configuration.serializer.collection.map	io.papermc.paper.configuration.serializer.collection.map	paper-server:io/papermc/paper/configuration/serializer/collection/map/FastutilMapSerializer.java,paper-server:io/papermc/paper/configuration/serializer/collection/map/MapSerializer.java,paper-server:io/papermc/paper/configuration/serializer/collection/map/ThrowExceptions.java,paper-server:io/papermc/paper/configuration/serializer/collection/map/WriteKeyBack.java,paper-server:io/papermc/paper/configuration/serializer/collection/map/package-info.java	paper-server	5	290	rivet-api	0				pending	0	
paper.configuration.type.number	io.papermc.paper.configuration.type.number	paper-server:io/papermc/paper/configuration/type/number/BelowZeroToEmpty.java,paper-server:io/papermc/paper/configuration/type/number/DoubleOr.java,paper-server:io/papermc/paper/configuration/type/number/IntOr.java,paper-server:io/papermc/paper/configuration/type/number/OptionalNumSerializer.java,paper-server:io/papermc/paper/configuration/type/number/package-info.java	paper-server	5	242	rivet-api	0				pending	0	
paper.enchantments	io.papermc.paper.enchantments	paper-api:io/papermc/paper/enchantments/EnchantmentRarity.java	paper-api	1	28	rivet-api	0				pending	0	
paper.item	io.papermc.paper.item	paper-api:io/papermc/paper/item/MapPostProcessing.java	paper-api	1	8	rivet-api	0				pending	0	
paper.log	io.papermc.paper.log	paper-server:io/papermc/paper/log/CustomLogManager.java,paper-server:io/papermc/paper/log/LogManagerShutdownThread.java,paper-server:io/papermc/paper/log/LoggerShutdown.java	paper-server	3	70	rivet-api	0				pending	0	
paper.network	io.papermc.paper.network	paper-server:io/papermc/paper/network/ChannelInitializeListener.java,paper-server:io/papermc/paper/network/ChannelInitializeListenerHolder.java,paper-server:io/papermc/paper/network/ConnectionEvent.java	paper-server	3	99	rivet-api	0				pending	0	
paper.plugin.loader.library	io.papermc.paper.plugin.loader.library	paper-api:io/papermc/paper/plugin/loader/library/ClassPathLibrary.java,paper-api:io/papermc/paper/plugin/loader/library/LibraryLoadingException.java,paper-api:io/papermc/paper/plugin/loader/library/LibraryStore.java,paper-server:io/papermc/paper/plugin/loader/library/PaperLibraryStore.java	paper-api,paper-server	4	83	rivet-api	0				pending	0	
paper.registry.data.client	io.papermc.paper.registry.data.client	paper-api:io/papermc/paper/registry/data/client/ClientTextureAsset.java,paper-api:io/papermc/paper/registry/data/client/ClientTextureAssetImpl.java	paper-api	2	97	rivet-api	0				pending	0	
paper.scoreboard.numbers	io.papermc.paper.scoreboard.numbers	paper-api:io/papermc/paper/scoreboard/numbers/BlankFormatImpl.java,paper-api:io/papermc/paper/scoreboard/numbers/FixedFormat.java,paper-api:io/papermc/paper/scoreboard/numbers/FixedFormatImpl.java,paper-api:io/papermc/paper/scoreboard/numbers/NumberFormat.java,paper-api:io/papermc/paper/scoreboard/numbers/StyledFormat.java,paper-api:io/papermc/paper/scoreboard/numbers/StyledFormatImpl.java	paper-api	6	133	rivet-api	0				pending	0	
paper.util.concurrent	io.papermc.paper.util.concurrent	paper-server:io/papermc/paper/util/concurrent/ScalingThreadPool.java	paper-server	1	85	rivet-api	0				pending	0	
com.mojang.serialization	com.mojang.serialization	minecraft:com/mojang/serialization/Dynamic.java	minecraft	1	248	rivet-serialization	1			com.mojang.datafixers,com.mojang.datafixers.util	pending	0	
paper.configuration.transformation.world.versioned	io.papermc.paper.configuration.transformation.world.versioned	paper-server:io/papermc/paper/configuration/transformation/world/versioned/V29_ZeroWorldHeight.java,paper-server:io/papermc/paper/configuration/transformation/world/versioned/V30_RenameFilterNbtFromSpawnEgg.java,paper-server:io/papermc/paper/configuration/transformation/world/versioned/package-info.java	paper-server	3	78	rivet-api	1			io.papermc.paper.configuration.type.number	pending	0	
paper.plugin.loader.library.impl	io.papermc.paper.plugin.loader.library.impl	paper-api:io/papermc/paper/plugin/loader/library/impl/JarLibrary.java,paper-api:io/papermc/paper/plugin/loader/library/impl/MavenLibraryResolver.java	paper-api	2	210	rivet-api	1			io.papermc.paper.plugin.loader.library	pending	0	
mc.server.packs.metadata	net.minecraft.server.packs.metadata	minecraft:net/minecraft/server/packs/metadata/MetadataSectionType.java,minecraft:net/minecraft/server/packs/metadata/package-info.java	minecraft	2	20	rivet-server	2			com.mojang.serialization	pending	0	
mc.util.eventlog	net.minecraft.util.eventlog	minecraft:net/minecraft/util/eventlog/EventLogDirectory.java,minecraft:net/minecraft/util/eventlog/JsonEventLog.java,minecraft:net/minecraft/util/eventlog/JsonEventLogReader.java,minecraft:net/minecraft/util/eventlog/package-info.java	minecraft	4	377	rivet-util	2			com.mojang.serialization	pending	0	
bukkit.advancement	org.bukkit.advancement	paper-api:org/bukkit/advancement/Advancement.java,paper-api:org/bukkit/advancement/AdvancementDisplay.java,paper-api:org/bukkit/advancement/AdvancementDisplayType.java,paper-api:org/bukkit/advancement/AdvancementProgress.java,paper-api:org/bukkit/advancement/AdvancementRequirement.java,paper-api:org/bukkit/advancement/AdvancementRequirements.java,paper-api:org/bukkit/advancement/package-info.java	paper-api	7	330	rivet-api	3	27		org.bukkit,org.bukkit.inventory	pending	0	
bukkit.attribute	org.bukkit.attribute	paper-api:org/bukkit/attribute/Attributable.java,paper-api:org/bukkit/attribute/Attribute.java,paper-api:org/bukkit/attribute/AttributeInstance.java,paper-api:org/bukkit/attribute/AttributeModifier.java,paper-api:org/bukkit/attribute/package-info.java	paper-api	5	623	rivet-api	3	27		io.papermc.paper.registry,org.bukkit,org.bukkit.configuration.serialization,org.bukkit.entity,org.bukkit.inventory,org.bukkit.util	pending	0	
bukkit.ban	org.bukkit.ban	paper-api:org/bukkit/ban/IpBanList.java,paper-api:org/bukkit/ban/ProfileBanList.java,paper-api:org/bukkit/ban/package-info.java	paper-api	3	85	rivet-api	3	27		org.bukkit,org.bukkit.profile	pending	0	
